"","text"
"558","Kesehatan bukan pertimbangan utama pembentukan panitia [...] Saya tidak punya harapan lagi untuk kesehatan masyarakat karena hanya fokus ekonomi

#Jokowi7TahunCukuplah
#Jokowi7TahunCukuplah

 https://t.co/h8voVYSSJT."
"559","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"560","BPS Catat Harga Obat-obatan Naik di Tengah Lonjakan Covid-19 https://t.co/qqH5UCuZBB"
"561","Hasil survei BPS mengungkap alasan orang tak mengikuti vaksinasi COVID-19. #corona   https://t.co/ctqZiHZWDT"
"562","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"563","Ekonomi : Situasi memburuk COVID-19 dijangka beri tekanan kepada hasil MGS, GLI - Kenanga Research
read more: https://t.co/f7LTqretaW
#PerpaduanNegara
#MalaysiaSejahtera https://t.co/OGlFrJKWlT"
"564","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"565","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"566","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"567","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"568","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"569","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"570","Apa yg berlaku hari ni dan sabtu lepas bukan membawa maksud ""Mahiaddin turun, 0 covid cases"". Malaysia skrg perlukan seorang pemimpin yang boleh kawal negara, pulihkan ekonomi, pulihkan politik dan kesihatan di Malaysia. Kalau setiap hari ramai turun tanda protes. Apa maksudnya??"
"571","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"572","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"573","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"574","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"575","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"576","Penjarakan fizikal SOP semua campak ke laut <U+0001F602>. 

So bukak je lah ekonomi macam biasa balik. 

Pandai2 diri sendiri jaga. Takut kena covid, jarak sendiri. Tak perlu kerajaan sibuk2 nak ajar orang itu ini. https://t.co/avaf1lR1vs"
"577","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"578","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"579","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"580","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"581","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"582","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"583","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"584","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"585","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"586","mengajak pengamal media agar sama-sama berganding bahu menumpukan segala usaha dalam memerangi COVID-19, menjaga kebajikan rakyat dan meneruskan kelangsungan ekonomi negara. 

#KomunikasiKita
#JabatanPenerangan
#PerlisMaju https://t.co/1zwJlxlUNf"
"587","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"588","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"589","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"590","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"591","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"592","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"593","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"594","Lapan pakej bantuan dan rangsangan ekonomi bernilai RM530 bilion  dilaksanakan sejak pandemik COVID-19 melanda negara membuktikan kerajaan mendengar dan bertindak supaya rakyat dan ekonomi terus bertahan dalam tempoh mencabar ini. 
#KomunikasiKita
#JabatanPenerangan
#PEMERKASA https://t.co/PCVF79oUBW"
"595","mengajak pengamal media agar sama-sama berganding bahu menumpukan segala usaha dalam memerangi COVID-19, menjaga kebajikan rakyat dan meneruskan kelangsungan ekonomi negara. 

#KomunikasiKita
#JabatanPenerangan"
"596","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"597","Puluhan tahun menggeluti aktivitas sebagai petani tembakau di Gampong Lambugak, Kuta Cot Glie, Aceh Besar, Faisal (63 tahun) tak pernah merasa rugi. Dia tetap bertahan, tak merasakan imbas ekonomi akibat pandemi COVID-19. #TopNews https://t.co/ok7aB3uyYf https://t.co/C7v8uQ8C5I"
"598","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"599","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"600","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"601","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"602","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"603","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"604","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"605","Ancaman COVID-19 lebih berbahaya berbanding dengan krisis ekonomi dan kewangan yang pernah melanda negara dalam tempoh empat dekad yang lalu. #parlimen2021 #MenangBersama"
"606","CITF ditubuhkan utk menangani pandemik COVID-19 melalui inisiatif imunisasi seluruh masyarakat yg seterusnya mempercepatkan pemulihan ekonomi negara serta mengkoordinasi Persekutuan &amp; Negeri serta memberikan perkhidmatan sokongan kpd pelan PICK.  #MenangBersama #parlimen2021"
"607","PPN sebagai sebuah roadmap dan strategi peralihan keluar dari krisis COVID-19 secara berfasa; melibatkan pembukaan aktiviti ekonomi dan sosial secara beransur. @MuhyiddinYassin #parlimen2021 #MenangBersama"
"608","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"609","Hampir dua tahun pandemi COVID-19 telah membatasi gerak kita. Banyak masyarakat yang terdampak akibat pandemi ini dan dalam situasi ekonomi yang sulit. Namun pemerintah tidak tinggal diam dan siap menyokong masyarakat terdampak.
<U+23EC> https://t.co/RymQda8YsG"
"610","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"611","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"612","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"613","Ayo kibarkan Merah Putih, lawan Covid-19

Indonesia Sehat Ekonomi Bangkit
#ProgramVaksinasiMerdeka
Bharadaksa 30Thn Mengabdi https://t.co/Llf8C4TsVp"
"614","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"615","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"616","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"617","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"618","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"619","BPS Catat Harga Obat-obatan Naik di Tengah Lonjakan Covid-19 https://t.co/qqH5UCuZBB"
"620","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"621","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"622","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"623","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"624","mengajak pengamal media agar sama-sama berganding bahu menumpukan segala usaha dalam memerangi COVID-19, menjaga kebajikan rakyat dan meneruskan kelangsungan ekonomi negara. 

#KomunikasiKita
#JabatanPenerangan"
"625","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"626","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"627","Pencapaian ekonomi era SBY dan era orang baik yang didukung orang baik. Jomplang cing. Jangan loe bilang karena covid ya. Ini hitungan sama2 lima tahun pertama. Belum ada covid<U+0001F600><U+0001F600> https://t.co/rmwZ74noDA"
"628","@fuad90 Ko duk je la situ lame2…plg2 x perlu hadap shithousery kt sini…political unrest + case covid x settle2…perkembangan ekonomi my @$$"
"629","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/h0CrxfMW2X"
"630","BPS Catat Harga Obat-obatan Naik di Tengah Lonjakan Covid-19 https://t.co/qqH5UCuZBB"
"631","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"632","Nauzubillahmindzalik......mudah2an YDPA dengan budi bijaksana Tuanku mengisytiharkan pemerintahan darurat.Dogil sgt politikus2 <U+0001F1F2><U+0001F1FE>...biar @MarkasATM Tentera jadi kerajaan .Terus kosong angka covid-19.<U+0001F92D><U+0001F92D>Dan ekonomi negara kembali makmur...... https://t.co/3h6eMxMDcg"
"633","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"634","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"635","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"636","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"637","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"638","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"639","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"640","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"641","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"642","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"643","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"644","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"645","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"646","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"647","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/h0CrxfMW2X"
"648","mengajak pengamal media agar sama-sama berganding bahu menumpukan segala usaha dalam memerangi COVID-19, menjaga kebajikan rakyat dan meneruskan kelangsungan ekonomi negara. 

#KomunikasiKita
#JabatanPenerangan"
"649","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"650","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"651","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"652","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"653","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
"654","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"655","5• terlebih obat2an untuk terapi covid semakin mahal dan langka di pasaran.

Puan Maharani : “Dimana empati mereka, ketika orang sakit masih harus membayar obat dgn harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia. https://t.co/VzVWAxUNdo"
"656","2• Mbak Puan Maharani juga mengutuk praktik mafia obat, terlebih obat terapi Covid-19.

“Di mana empati ketika orang sakit msh hrs membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? ""

Ketua DPR pun meminta Pemerintah utk tindak tegas semua mafia obat !

Puanesia <U+0001F918> https://t.co/YuOuVEpasM"
"657","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"658","Hari ini kita bebas dari Darurat tetapi kita tidak bebas dari COVID-19. Kita masih tidak bebas dari kemelesetan ekonomi.Kita tidak bebas dari kehilangan nyawa dan mata pencarian kerana kegagalan PN menangani COVID-19.
(1/4) https://t.co/p0JLeHejlD"
