"","text"
"836","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"837","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"838","Sobat, dari awal gelombang pertama Covid, Presiden @jokowi tak mau bikin kebijakan pengetatan karena takut ekonomi ambruk. Kenyataan justru Covid yg mengusir investor asing, WNA antre meninggalkan Indonesia. Tinggal pilih, ambruk karena Covid atau ambruk karena resesi ekonomi. https://t.co/QiZK8pdRX7"
"839","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"840","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"841","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"842","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"843","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"844","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"845","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"846","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"847","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"848","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"849","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"850","02082021 || Isnin
Info On Wheels (IOW) Perintah Kawalan Pergerakan (PKP), Hari Kebangsaan dan hari Malaysia 2021, Kempen Pembudayaan Norma Baharu: Putuskan Rantaian Covid-19, Proklamasi Darurat, Belanjawan 2021, Ekonomi, MAPO dan Program Imunisasi Covid-19 Kebangsaan. https://t.co/C801tdMl9M"
"851","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"852","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"853","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"854","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"855","Dah setahun setengah covid ni bunuh orang, harini bagi data kemudian expect esok kes turun? Apa kata esok federal bagi sekali bajet kesihatan berpuluh billion dkt Selangor biar Selangor manage? Lagipun 25% ekonomi negara ni Selangor yg sumbang.

Aku setuju, selangor memang terer. https://t.co/nNdkIly1Af"
"856","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"857","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"858","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"859","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"860","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"861","Inisiatif Kota Cerdas ASEAN-Australia mendukung desain dan perencanaan perkotaan untuk mempersiapkan #Makassar menghadapi era pasca-COVID. Penggunaan teknologi digital dalam perencanaan kota berkontribusi pada pemulihan ekonomi yang cerdas, inklusif, dan berbasis data."
"862","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"863","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"864","@detikcom Indonesia menang maju bersama agar covid cpt hilg..
Ekonomi masyarakat hrs kita cari solusi..jgn terhibur oleh pademi..
Tunjukan bahwa kita bisa menang lwn covid..mari bersatu patuhi aturan umum..
Demi ampuhnya ekonomi kita sperti semula amin.. https://t.co/kavw7tjJys"
"865","Ayo kibarkan Merah Putih, lawan Covid-19

Indonesia Sehat Ekonomi Bangkit
#ProgramVaksinasiMerdeka
Bharadaksa 30Thn Mengabdi https://t.co/Llf8C4TsVp"
"866","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"867","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"868","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"869","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"870","https://t.co/cYKhh6og2F

Kalaupun masih diperpanjang kami berharap levelnya bisa diturunkan dari PPKM level 4 ke PPKM level 3 khususnya di DKI Jakarta,"" kata Sarman."
"871","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"872","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"873","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"874","Link Pendaftaran Bantuan UMKM Pedagang Kecil yang Terdampak Covid-19, Siap-siap Usahamu Akan Diborong https://t.co/MxtjQ0jcT2"
"875","Pandemi Covid-19 telah memperparah tren TPPO karena banyak orang yang mengalami kesulitan ekonomi https://t.co/E8FrDT1AZi"
"876","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"877","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"878","Ayo kibarkan Merah Putih, lawan Covid-19

Indonesia Sehat Ekonomi Bangkit
#ProgramVaksinasiMerdeka
Bharadaksa 30Thn Mengabdi https://t.co/p5rV8RHc7w https://t.co/a6ov0Gl6Cj"
"879","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"880","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"881","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"882","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"883","Perkerja kilang tu pergi kerja untuk nak sara ekonomi siap dapat covid lagi."
"884","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"885","@tyratilu iye. guna dia org sbg makmal tikus. kalau ada yang dpt covid, monitor kesan dia, kalau takde yg dapat takpe. hasil daripada monitor dia org ni boleh la rangka untuk buka balik ekonomi once banyak dah dapat 2 dos. Lockdown bukan jalan penyelesaiannya."
"886","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"887","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"888","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"889","Selamat atas kemenangan ganda putri bulutangkis INA di olimpiade Tokyo 2021

Momen kemenangan melawan Covid, korupsi, kemiskinan, perpecahan, penjajahan &amp; keterpurukan ekonomi."
"890","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"891","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"892","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"893","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"894","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"895","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"896","Ketua DPR RI Puan Maharani mengutuk praktik mafia obat, terlebih untuk terapi Covid-19.
“Di mana empati ketika orang sakit masih harus membayar harga mahal dan obat ditimbun demi keuntungan ekonomi? Tindak tegas semua mafia obat,” ujar Puanesia https://t.co/qkQNli56k3"
"897","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"898","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"899","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"900","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"901","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"902","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"903","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"904","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"905","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"906","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"907","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"908","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"909","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"910","Covid gak tertanggulangi.
Ekonomi gak pulih-pulih.

rupanya udah sibuk mikirin 2024.

di Pontianak juga banyak ini bannernya. https://t.co/w38UmQLU5x"
"911","#UMnasional #Johor #MindX
Perkhidmatan kaunseling dan psikologi negeri Johor merupakan salah satu inisiatif yang diumumkan oleh Hasni dalam Pakej Rangsangan Ekonomi (PRE) Ihsan Johor 3.0 baru-baru ini. https://t.co/JOn06fj3Ng"
"912","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"913","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"914","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"915","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"916","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"917","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"918","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"919","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"920","Covid gak tertanggulangi.
Ekonomi gak pulih-pulih.

rupanya udah sibuk mikirin 2024.

di Pontianak juga banyak ini bannernya. https://t.co/w38UmQLU5x"
"921","Sobat, dari awal gelombang pertama Covid, Presiden @jokowi tak mau bikin kebijakan pengetatan karena takut ekonomi ambruk. Kenyataan justru Covid yg mengusir investor asing, WNA antre meninggalkan Indonesia. Tinggal pilih, ambruk karena Covid atau ambruk karena resesi ekonomi. https://t.co/QiZK8pdRX7"
"922","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"923","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"924","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"925","Agenda sidang Parlimen yang tergantung akibat penangguhan.

1. Pakej Bantuan Ekonomi COVID-19
2. Pelaksanaan Darurat Untuk Melawan COVID-19.

2 isu rakyat yg sangat penting.

Kerajaan yg tutup Parlimen adalah Kerajaan yg tidak prihatin nasib rakyat.

#KerajaanGila
#BukaParlimen"
"926","Buruh Minta Gaji Pejabat Dipotong Buat Tangani Covid-19 https://t.co/5Gbm2k4d6I"
"927","Makin ramai rakyat terkorban sebab Covid, ekonomi merundum, tapi PN masih menipu rakyat. Parlimen pun tak dibuka, Ahli Parlimen tidak dapat membahaskan isu rakyat. Cukup PN! PM tidak mampu mengemudi negara sewaktu krisis. PM &amp; kabinet mesti berundur!

<U+0001F4F8>Malek 
 #ResetMalaysia https://t.co/2XgElQHtGP"
"928","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"929","Ditunjuk jadi Ketua Komite Penanggulangan Covid-19 dan Pemulihan Ekonomi Nasional tahun 2020. Lha kok malah pasang gambar diri dimana2 baru mau kerja tahun 2024? Gimana Indonesia tidak juara Dunia? https://t.co/9V915edfcs"
"930","Covid gak tertanggulangi.
Ekonomi gak pulih-pulih.

rupanya udah sibuk mikirin 2024.

di Pontianak juga banyak ini bannernya. https://t.co/w38UmQLU5x"
